# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-a" "annotation.gtf" "-o" "SRR" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YLL026W	35150	96634	389	2562
gene-YNCL0001W	1	0	0	0
gene-YLL025W	64	51	4	14
gene-YLL024C	3703	10329	68	526
gene-YLL023C	1504	1595	86	381
gene-YLL022C	312	775	24	129
gene-YLL021W	222	542	83	270
gene-YLL019C	3821	2575	167	598
gene-YLL018C-A	346	356	68	113
gene-YLL018C	4986	4615	592	1765
gene-YLL017W	113	27	2	6
gene-YLL016W	1088	330	28	70
gene-YLL015W	1518	943	50	185
gene-YLL014W	172	330	66	201
gene-YLL013C	357	504	43	176
gene-YLL012W	35	53	211	707
gene-YLL011W	98	158	598	1881
gene-YLL010C	97	184	91	368
gene-YLL009C	589	641	17	73
gene-YLL008W	170	344	902	2780
gene-YLL007C	65	117	12	64
gene-YLL006W-A	0	2	1	1
gene-YLL006W	399	403	26	81
gene-YLL005C	290	241	20	116
gene-YLL004W	30	39	48	161
gene-YLL003W	533	516	74	239
gene-YLL002W	19	69	2	26
gene-YLL001W	443	665	40	160
gene-YLR001C	1190	762	55	184
gene-YLR002C	53	94	321	1017
gene-YLR003C	231	258	350	1161
gene-YLR004C	81	68	13	62
gene-YLR005W	960	649	176	627
gene-YLR006C	389	554	61	208
gene-YLR007W	507	263	146	622
gene-YLR008C	39	108	128	460
gene-YLR009W	264	613	983	3334
gene-YLR010C	266	131	27	93
gene-YNCL0002C	0	0	0	0
gene-YLR011W	62	109	6	35
gene-YLR012C	0	6	0	3
gene-YLR013W	3	1	0	0
gene-YLR014C	47	62	197	606
gene-YLR015W	354	361	96	339
gene-YLR016C	295	390	131	365
gene-YLR017W	634	770	399	1469
gene-YLR018C	332	237	314	1165
gene-YLR019W	1123	825	312	864
gene-YLR020C	143	168	170	585
gene-YLR021W	218	385	29	146
gene-YLR022C	74	105	373	1567
gene-YLR023C	73	167	537	1235
gene-YLR024C	183	280	18	42
gene-YLR025W	2039	1565	225	743
gene-YLR026C	89	187	129	460
gene-YLR027C	2383	3410	304	1313
gene-YNCL0003W	84	199	8	60
gene-YLR028C	3921	4550	516	1844
gene-YLR029C	1485	4807	5506	21196
gene-YLR030W	21	40	11	55
gene-YLR031W	17	22	11	35
gene-YLR032W	63	142	51	155
gene-YLR033W	385	362	151	537
gene-YLR034C	986	610	235	513
gene-YLR035C	301	258	37	120
gene-YNCL0004C	0	0	0	0
gene-YLR035C-A	0	0	0	0
gene-YLR036C	93	80	22	58
gene-YLR037C	64	42	0	6
gene-YLR038C	5518	5796	128	545
gene-YLR039C	178	288	15	106
gene-YLR040C	26	22	4	3
gene-YLR042C	8	5	3	22
gene-YLR043C	1448	2139	92	547
gene-YLR044C	31746	28030	2199	9962
gene-YLR045C	165	350	22	102
gene-YLR046C	103	92	47	145
gene-YLR047C	220	198	70	217
gene-YLR048W	1302	3365	3831	14994
gene-YLR049C	204	638	6	40
gene-YLR050C	162	390	13	54
gene-YLR051C	109	113	389	1364
gene-YLR052W	205	188	129	460
gene-YLR053C	920	584	29	67
gene-YLR054C	282	367	5	28
gene-YLR055C	73	79	192	581
gene-YLR056W	1221	2998	478	2056
gene-YLR057W	143	200	99	325
gene-YLR058C	1510	3455	1915	3048
gene-YLR059C	333	415	79	316
gene-YLR060W	86	681	936	3574
gene-YLR061W	327	1952	2323	10900
gene-YLR063W	41	77	235	717
gene-YLR064W	828	937	158	638
gene-YLR065C	69	143	121	513
gene-YLR066W	154	416	57	253
gene-YLR067C	69	133	64	195
gene-YLR068W	309	151	199	631
gene-YLR069C	327	663	56	198
gene-YLR070C	358	245	15	73
gene-YLR071C	543	568	148	527
gene-YLR072W	253	243	22	122
gene-YLR073C	20	38	117	476
gene-YLR074C	427	402	986	3381
gene-YLR075W	10588	17474	9775	38133
gene-YLR077W	278	654	86	306
gene-YLR078C	326	402	70	307
gene-YLR079W	1022	1355	69	294
gene-YLR080W	550	305	8	22
gene-YLR081W	75	35	3	6
gene-YLR082C	105	136	21	71
gene-YLR083C	102	161	249	819
gene-YLR084C	53	112	7	82
gene-YLR085C	144	262	17	87
gene-YLR086W	674	546	35	93
gene-YLR087C	324	311	17	59
gene-YLR088W	170	267	21	89
gene-YLR089C	1002	1221	80	313
gene-YLR090W	89	193	31	131
gene-YLR091W	99	97	17	63
gene-YLR092W	193	171	38	89
gene-YLR093C	2294	1369	98	387
gene-YLR094C	334	462	54	147
gene-YLR095C	142	262	91	360
gene-YLR096W	103	215	205	626
gene-YLR097C	293	435	63	215
gene-YLR098C	191	249	62	143
gene-YLR099C	807	689	89	275
gene-YLR099W-A	112	206	19	63
gene-YLR100W	524	1039	66	287
gene-YLR102C	390	342	18	73
gene-YLR103C	12	93	4	25
gene-YLR104W	212	326	35	192
gene-YLR105C	136	166	58	226
gene-YNCL0005C	0	0	0	0
gene-YLR106C	673	854	320	902
gene-YLR107W	195	257	125	389
gene-YNCL0006W	0	1	0	0
gene-YLR108C	34	38	47	145
gene-YLR109W	5164	4875	120	409
gene-YLR110C	13331	45310	2136	13638
gene-YLR111W	0	4	1	0
gene-YLR112W	7	18	1	11
gene-YLR113W	345	748	128	590
gene-YNCL0007W	0	0	0	0
gene-YLR114C	379	347	113	330
gene-YLR115W	181	407	30	87
gene-YLR116W	329	322	101	376
gene-YLR117C	1069	654	96	335
gene-YLR118C	320	394	28	126
gene-YLR119W	316	231	11	48
gene-YLR120C	738	635	32	131
gene-YLR121C	308	336	18	65
gene-YLR122C	43	21	1	10
gene-YLR125W	100	44	1	12
gene-YLR126C	239	324	12	50
gene-YLR127C	307	228	46	113
gene-YLR128W	168	140	8	44
gene-YLR129W	239	318	548	1698
gene-YLR130C	569	541	455	1111
gene-YLR131C	255	243	33	130
gene-YLR132C	111	183	2	6
gene-YLR133W	1236	1672	13	51
gene-YLR134W	3174	2720	168	723
gene-YLR135W	213	247	38	102
gene-YLR136C	959	808	32	42
gene-YLR137W	146	141	14	42
gene-YLR138W	1041	423	183	450
gene-YLR139C	14	33	48	189
gene-YLR141W	85	133	18	71
gene-YLR142W	7517	2523	72	154
gene-YNCL0008W	0	0	0	0
gene-YLR143W	38	55	68	161
gene-YLR144C	116	172	60	182
gene-YLR145W	71	96	40	109
gene-YLR146C	45	171	88	261
gene-YLR146W-A	24	51	14	37
gene-YLR147C	122	105	46	149
gene-YLR148W	308	430	39	140
gene-YLR149C	4705	2364	45	101
gene-YLR150W	2514	4123	2834	9400
gene-YLR151C	277	329	10	30
gene-YLR152C	448	193	20	59
gene-YLR153C	961	3098	118	348
gene-YLR154C	148	225	9	13
gene-YNCL0009C	1	1	0	0
gene-YNCL0011C	0	0	0	0
gene-YNCL0010C	0	0	0	0
gene-YNCL0012C	0	0	0	0
gene-YLR154W-C	0	0	0	0
gene-YNCL0013C	0	0	0	0
gene-YNCL0014C	0	0	0	0
gene-YNCL0015C	0	0	0	0
gene-YNCL0016C	0	0	0	0
gene-YNCL0017C	0	0	0	0
gene-YNCL0018W	0	0	0	0
gene-YNCL0019C	0	0	0	0
gene-YNCL0020C	0	0	0	0
gene-YNCL0021C	0	0	0	0
gene-YLR154C-G	0	0	0	0
gene-YNCL0022C	0	0	0	0
gene-YNCL0023C	0	0	0	0
gene-YNCL0024C	0	0	0	0
gene-YNCL0025C	0	0	0	0
gene-YNCL0026C	0	0	0	0
gene-YNCL0027W	0	0	0	0
gene-YLR154C-H	0	0	0	0
gene-YLR155C	0	0	0	0
gene-YLR156W	0	0	0	0
gene-YNCL0028W	0	0	0	0
gene-YLR156C-A	0	0	0	0
gene-YLR157C	0	0	0	0
gene-YLR157W-D	0	1	0	0
gene-YLR157C-B	0	0	0	0
gene-YLR157C-A	0	0	0	0
gene-YLR157W-E	0	0	0	0
gene-YNCL0029W	0	0	0	0
gene-YLR157C-C	0	0	0	0
gene-YLR158C	0	0	0	0
gene-YLR159W	0	0	0	0
gene-YNCL0030W	0	0	0	0
gene-YLR159C-A	0	0	0	0
gene-YLR160C	0	0	0	0
gene-YLR161W	0	0	0	0
gene-YNCL0031W	0	0	0	0
gene-YLR162W	2	1	0	0
gene-YLR162W-A	4	33	0	5
gene-YLR163C	228	728	37	126
gene-YLR164W	668	54	10	10
gene-YLR165C	154	79	15	37
gene-YLR166C	318	458	102	284
gene-YLR167W	2240	7294	7421	30333
gene-YLR168C	273	1084	60	200
gene-YLR170C	364	352	21	83
gene-YLR172C	1189	1977	226	822
gene-YLR173W	1015	592	35	111
gene-YLR174W	3287	6201	34	169
gene-YLR175W	334	934	1852	5640
gene-YLR176C	62	115	64	148
gene-YLR177W	98	271	30	78
gene-YLR178C	5117	3976	88	238
gene-YLR179C	116	236	168	556
gene-YLR180W	31	90	1477	3453
gene-YLR181C	499	382	14	99
gene-YLR182W	635	705	71	222
gene-YLR183C	65	576	2	32
gene-YLR185W	381	1155	1419	6092
gene-YLR186W	56	174	862	2911
gene-YLR187W	171	97	58	225
gene-YLR188W	348	470	66	158
gene-YLR189C	1623	913	91	254
gene-YLR190W	1090	969	33	257
gene-YLR191W	276	345	40	177
gene-YLR192C	1457	3210	538	1896
gene-YLR193C	946	1038	82	235
gene-YLR194C	681	728	42	254
gene-YLR195C	98	379	184	689
gene-YLR196W	114	280	718	2381
gene-YLR197W	547	1963	2273	7250
gene-YLR199C	662	630	102	354
gene-YLR200W	284	346	112	476
gene-YLR201C	1033	1203	66	230
gene-YLR203C	152	763	75	333
gene-YLR204W	244	581	49	163
gene-YLR205C	3145	2733	95	299
gene-YLR206W	1976	1689	119	395
gene-YLR207W	347	360	43	139
gene-YLR208W	699	1492	168	849
gene-YLR209C	312	809	26	103
gene-YLR210W	34	82	33	119
gene-YLR211C	341	240	10	35
gene-YLR212C	63	362	23	79
gene-YLR213C	541	361	33	60
gene-YLR214W	339	611	94	240
gene-YLR215C	75	115	111	393
gene-YLR216C	9122	13877	257	994
gene-YLR218C	186	188	8	19
gene-YLR219W	1797	1302	53	169
gene-YLR220W	600	497	134	445
gene-YLR221C	223	344	365	1161
gene-YLR222C	96	240	512	1630
gene-YLR223C	218	149	814	2262
gene-YLR224W	61	76	464	1550
gene-YLR225C	445	262	182	606
gene-YLR226W	98	151	170	497
gene-YLR227C	132	126	114	331
gene-YNCL0032C	2	1	0	2
gene-YLR227W-A	0	0	0	0
gene-YLR227W-B	0	0	0	0
gene-YLR228C	241	218	114	304
gene-YLR229C	484	1038	210	707
gene-YNCL0033C	0	0	0	0
gene-YLR231C	424	387	9	62
gene-YLR233C	77	123	4	28
gene-YLR234W	28	74	2	14
gene-YLR236C	5	21	1	3
gene-YLR237W	73	261	495	1261
gene-YLR238W	172	186	59	185
gene-YLR239C	85	367	16	89
gene-YLR240W	449	439	37	118
gene-YLR241W	1100	938	44	158
gene-YLR242C	42	36	53	181
gene-YLR243W	183	275	189	575
gene-YLR244C	414	543	657	2023
gene-YLR245C	100	122	24	81
gene-YLR246W	549	341	68	227
gene-YNCL0034W	0	2	1	7
gene-YLR247C	1770	833	135	567
gene-YLR248W	3935	3714	350	1248
gene-YLR249W	2206	9572	15662	44985
gene-YLR250W	1530	1489	150	581
gene-YLR251W	121	327	6	54
gene-YLR253W	348	656	52	221
gene-YLR254C	786	624	53	156
gene-YLR255C	11	4	3	5
gene-YLR256W	605	384	169	472
gene-YLR256W-A	2	1	0	1
gene-YNCL0035C	0	0	0	1
gene-YLR257W	6876	8230	204	599
gene-YLR258W	3799	3639	68	164
gene-YLR259C	6797	20805	243	1046
gene-YLR260W	369	557	66	327
gene-YLR261C	1	2	0	4
gene-YLR262C	63	146	49	217
gene-YLR262C-A	842	1029	325	1025
gene-YLR263W	169	116	55	164
gene-YLR264W	39	65	916	3010
gene-YLR264C-A	19	12	251	914
gene-YLR265C	4	6	3	22
gene-YLR266C	223	174	11	35
gene-YLR267W	2344	235	22	40
gene-YLR268W	322	505	74	360
gene-YLR270W	2342	1809	60	339
gene-YLR271W	378	461	12	53
gene-YLR272C	110	152	21	72
gene-YNCL0036C	0	1	0	0
gene-YLR273C	179	161	7	15
gene-YLR274W	137	284	98	312
gene-YLR275W	317	196	67	253
gene-YLR276C	315	567	611	2048
gene-YLR277C	101	197	102	383
gene-YLR278C	540	497	179	500
gene-YLR281C	301	354	5	24
gene-YLR283W	73	97	15	104
gene-YLR284C	4440	1752	51	91
gene-YLR285W	216	379	159	561
gene-YLR285C-A	16	42	10	47
gene-YLR286C	1153	2962	72	272
gene-YLR287C	208	225	251	965
gene-YLR287C-A	2721	3923	1765	7055
gene-YLR288C	256	252	61	254
gene-YLR289W	34	118	23	82
gene-YLR290C	849	568	29	132
gene-YLR291C	373	601	296	1084
gene-YLR292C	155	264	208	803
gene-YLR293C	917	2358	1998	7566
gene-YLR295C	2287	5271	122	599
gene-YLR296W	0	3	1	1
gene-YLR297W	320	366	54	130
gene-YLR298C	746	541	79	256
gene-YLR299W	468	652	21	87
gene-YLR300W	804	956	512	1982
gene-YLR301W	150	453	70	358
gene-YNCL0037W	0	0	0	0
gene-YLR302C	2	2	1	2
gene-YLR303W	56	119	158	425
gene-YNCL0038W	0	0	0	0
gene-YLR304C	18088	19300	260	699
gene-YLR305C	671	818	93	304
gene-YLR306W	85	109	10	32
gene-YLR307W	27	9	1	1
gene-YLR307C-A	5566	18616	78	597
gene-YLR308W	1	5	0	2
gene-YLR309C	1068	1252	118	343
gene-YLR310C	887	1022	171	681
gene-YLR312C	2101	655	33	43
gene-YLR312W-A	110	446	65	249
gene-YLR313C	8	23	10	33
gene-YLR314C	464	1619	196	806
gene-YLR315W	22	49	6	18
gene-YLR316C	146	206	51	204
gene-YLR318W	95	73	61	152
gene-YLR319C	134	219	46	183
gene-YLR320W	248	268	44	144
gene-YLR321C	37	54	90	291
gene-YLR323C	259	220	98	333
gene-YLR324W	920	1035	77	301
gene-YLR325C	1657	3607	2663	10079
gene-YLR326W	405	357	68	223
gene-YLR327C	44573	48724	277	986
gene-YNCL0039W	1	1	0	0
gene-YLR328W	107	413	210	769
gene-YLR329W	23	30	2	31
gene-YLR330W	2414	3026	200	738
gene-YLR331C	2	4	1	2
gene-YLR332W	531	592	97	346
gene-YNCL0040W	0	0	0	0
gene-YNCL0041C	10	10	1	4
gene-YNCL0042C	25	28	1	1
gene-YNCL0043C	64	90	1	7
gene-YLR333C	419	626	1459	6014
gene-YNCL0044W	0	0	0	0
gene-YLR335W	699	1059	280	957
gene-YLR336C	195	256	209	707
gene-YLR337C	374	426	53	194
gene-YLR340W	2685	8081	5326	23704
gene-YLR341W	7	16	7	33
gene-YLR342W	662	1970	1039	3083
gene-YLR342W-A	1	10	5	31
gene-YLR343W	9	14	2	46
gene-YNCL0045W	0	0	0	0
gene-YLR344W	929	2215	1857	7876
gene-YLR345W	3410	2300	76	251
gene-YLR346C	491	89	5	14
gene-YLR347C	1383	1932	223	804
gene-YLR348C	198	587	17	124
gene-YLR350W	2699	3255	120	370
gene-YLR351C	970	1247	169	702
gene-YLR352W	213	119	32	117
gene-YLR353W	158	211	21	99
gene-YLR354C	1662	2900	220	1023
gene-YLR355C	1267	1320	4262	9730
gene-YLR356W	2126	1179	46	112
gene-YLR357W	235	384	105	307
gene-YLR358C	12	5	5	14
gene-YLR359W	1340	2443	672	1530
gene-YLR360W	195	296	49	175
gene-YLR361C	351	261	68	192
gene-YLR361C-A	296	283	27	64
gene-YLR362W	1328	1065	71	250
gene-YLR363C	122	157	39	197
gene-YLR363W-A	40	70	279	877
gene-YLR364W	18	51	17	66
gene-YLR365W	2	1	2	3
gene-YLR367W	1408	1539	435	1667
gene-YNCL0046W	42	69	42	216
gene-YLR368W	215	250	123	476
gene-YLR369W	281	451	81	311
gene-YLR370C	1743	2049	64	273
gene-YLR371W	525	541	69	250
gene-YLR372W	60	346	530	1826
gene-YLR373C	73	131	30	142
gene-YLR375W	544	954	294	1169
gene-YLR376C	69	84	8	32
gene-YLR377C	3595	10752	40	260
gene-YNCL0047W	1	0	0	1
gene-YLR378C	835	1729	150	747
gene-YLR379W-A	1	3	0	1
gene-YLR380W	260	340	176	602
gene-YLR381W	58	79	12	57
gene-YLR382C	135	256	15	78
gene-YLR383W	111	297	19	53
gene-YLR384C	609	648	340	1225
gene-YLR385C	17	17	1	4
gene-YLR386W	145	263	18	109
gene-YLR387C	408	898	126	564
gene-YLR388W	170	653	765	3136
gene-YNCL0048W	39	35	0	3
gene-YLR389C	264	457	197	760
gene-YLR390W	54	179	8	28
gene-YLR390W-A	4012	4805	1273	4175
gene-YLR392C	477	532	58	193
gene-YLR393W	79	106	40	140
gene-YLR394W	95	145	61	255
gene-YLR395C	5073	5532	176	657
gene-YLR396C	171	218	82	335
gene-YLR397C	59	104	233	820
gene-YLR398C	219	477	112	410
gene-YLR399C	409	619	321	1132
gene-YLR401C	201	480	669	2022
gene-YLR403W	482	296	358	964
gene-YLR404W	4	19	20	105
gene-YLR405W	39	97	103	356
gene-YLR406C	368	1194	1468	5607
gene-YLR406C-A	0	1	0	0
gene-YLR407W	198	161	517	1853
gene-YLR408C	117	117	11	34
gene-YLR409C	92	225	497	1801
gene-YLR410W	1467	1248	256	977
gene-YLR410W-A	0	0	0	0
gene-YLR410W-B	6	5	1	7
gene-YLR411W	1656	2841	22	82
gene-YLR412W	139	204	88	324
gene-YLR412C-A	2	0	0	0
gene-YLR413W	59	40	439	1360
gene-YLR414C	1812	1737	114	558
gene-YLR415C	41	19	2	13
gene-YLR417W	425	263	42	197
gene-YLR418C	277	487	94	332
gene-YLR419W	75	145	75	281
gene-YNCL0049C	0	0	0	0
gene-YLR420W	336	503	108	433
gene-YLR421C	1419	1662	97	426
gene-YLR422W	593	565	25	107
gene-YLR423C	558	433	10	46
gene-YLR424W	118	121	23	112
gene-YNCL0050C	0	0	0	0
gene-YLR425W	284	316	48	144
gene-YLR426W	27	30	48	198
gene-YLR427W	436	331	91	341
gene-YLR429W	409	1225	162	668
gene-YLR430W	734	534	139	513
gene-YLR431C	851	625	78	359
gene-YLR432W	318	1567	956	2906
gene-YLR433C	272	241	76	231
gene-YLR435W	35	27	263	820
gene-YLR436C	161	170	90	352
gene-YLR437C	29	25	33	123
gene-YLR438W	340	153	11	78
gene-YLR438C-A	212	360	112	405
gene-YLR439W	71	227	56	247
gene-YLR440C	317	343	102	422
gene-YLR441C	3003	6321	4294	16517
gene-YLR442C	212	252	30	121
gene-YLR443W	130	95	72	333
gene-YLR445W	15	2	4	34
gene-YLR446W	199	130	30	176
gene-YLR447C	2507	2444	460	1990
gene-YLR448W	153	644	1495	6089
gene-YLR449W	327	642	607	2218
gene-YLR450W	1140	767	41	177
gene-YLR451W	562	496	146	450
gene-YLR452C	36	53	13	70
gene-YLR453C	72	57	10	44
gene-YLR454W	1941	1307	41	109
gene-YNCL0051C	0	0	0	0
gene-YLR455W	271	618	135	450
gene-YLR456W	40	99	18	79
gene-YLR457C	114	94	23	60
gene-YLR459W	117	116	39	229
gene-YLR460C	2	0	0	1
gene-YLR461W	1	4	0	0
gene-YLR462W	0	0	0	0
gene-YLR464W	0	2	0	0
gene-YLR466W	0	1	0	0
gene-YLR467W	0	0	0	0
gene-YML133C	1	0	0	0
gene-YML132W	16	13	0	3
gene-YML131W	3838	2529	529	2220
gene-YML130C	380	1224	693	1619
gene-YML129C	565	993	35	152
gene-YML128C	15921	6280	198	259
gene-YML127W	81	192	143	466
gene-YML126C	1240	2051	170	899
gene-YML125C	135	296	286	1024
gene-YML124C	206	840	77	494
gene-YNCM0001W	12	50	7	30
gene-YML123C	0	0	0	0
gene-YML122C	0	0	0	0
gene-YML121W	498	562	305	1240
gene-YML120C	1481	3442	42	191
gene-YML119W	516	384	22	182
gene-YML118W	2670	1685	42	89
gene-YML117W	2132	1856	101	368
gene-YML116W	219	174	102	328
gene-YML115C	311	479	253	782
gene-YML114C	226	334	124	425
gene-YML113W	196	134	280	917
gene-YML112W	60	157	37	169
gene-YML111W	78	84	117	325
gene-YML110C	2022	3576	43	227
gene-YML109W	25	104	34	102
gene-YML108W	138	146	116	331
gene-YML107C	143	245	74	267
gene-YML106W	513	850	401	1453
gene-YML105C	454	855	157	649
gene-YML104C	226	277	36	141
gene-YML103C	221	406	134	526
gene-YNCM0002C	5	7	3	9
gene-YML102W	114	439	66	252
gene-YML101C	196	266	10	37
gene-YML100W-A	9	10	1	5
gene-YML100W	2467	1937	45	130
gene-YML099C	514	367	124	448
gene-YML098W	608	473	70	229
gene-YML097C	76	134	64	206
gene-YML096W	113	214	122	399
gene-YML095C	159	248	42	101
gene-YML094W	187	369	101	327
gene-YML093W	230	293	724	2051
gene-YML092C	757	1572	88	409
gene-YML091C	919	1886	35	121
gene-YNCM0003W	0	0	0	0
gene-YML088W	190	236	152	465
gene-YML087C	39	84	11	47
gene-YML086C	1243	1500	114	524
gene-YML085C	928	2648	57	369
gene-YML083C	28	49	3	17
gene-YML082W	102	105	209	664
gene-YML081C-A	2499	3362	123	515
gene-YML081W	374	267	262	881
gene-YML080W	21	37	201	562
gene-YML079W	899	1224	42	201
gene-YML078W	1019	2762	171	777
gene-YML077W	25	66	65	242
gene-YML076C	722	417	98	380
gene-YML075C	2248	1610	146	905
gene-YML074C	1176	3182	622	2159
gene-YML073C	1631	2373	2112	9338
gene-YML072C	1886	1947	118	468
gene-YML071C	562	572	88	327
gene-YNCM0004C	0	0	0	0
gene-YML070W	994	1373	171	776
gene-YML069W	165	450	48	253
gene-YML068W	367	364	39	165
gene-YML067C	353	460	107	414
gene-YML066C	151	81	24	130
gene-YML065W	360	368	85	249
gene-YML064C	104	183	53	260
gene-YML063W	1640	4674	5191	20935
gene-YML062C	312	469	101	339
gene-YML061C	61	175	48	220
gene-YML060W	7	74	41	123
gene-YML059C	73	113	119	488
gene-YML058W-A	2	13	2	22
gene-YML058W	2588	2139	226	869
gene-YML057W	420	677	25	164
gene-YML056C	44	282	1379	4320
gene-YNCM0005C	2	4	3	6
gene-YML055W	298	539	128	404
gene-YML054C	12901	8041	240	642
gene-YML054C-A	12	12	3	20
gene-YNCM0006W	1	0	0	1
gene-YML053C	281	376	75	312
gene-YML052W	182	243	45	269
gene-YML051W	338	299	39	118
gene-YML050W	130	261	15	51
gene-YML049C	299	328	27	112
gene-YML048W	969	1435	139	548
gene-YML047C	3	1	1	0
gene-YML046W	80	115	104	307
gene-YNCM0007C	0	0	0	0
gene-YML045W-A	0	0	0	0
gene-YML045W	0	0	0	0
gene-YML043C	21	19	354	1095
gene-YML042W	5499	3749	56	113
gene-YML041C	175	221	55	263
gene-YNCM0008C	2	4	0	0
gene-YML040W	0	0	0	0
gene-YML039W	0	0	0	0
gene-YML038C	195	442	52	236
gene-YML037C	22	41	12	41
gene-YML036W	31	98	25	84
gene-YML035C	487	380	219	769
gene-YML034W	1429	1035	62	230
gene-YML032C	269	459	36	222
gene-YML031W	103	188	107	411
gene-YML030W	2959	2133	42	147
gene-YML029W	311	371	33	149
gene-YML028W	7031	11141	138	691
gene-YML027W	34	82	8	152
gene-YML026C	1089	2422	2706	10920
gene-YML025C	175	469	134	534
gene-YML024W	1221	2986	2262	9971
gene-YML023C	71	92	130	575
gene-YML022W	197	567	700	2139
gene-YML021C	16	33	39	132
gene-YML020W	119	89	48	175
gene-YML019W	112	232	71	236
gene-YML018C	52	38	540	1676
gene-YML017W	119	120	52	191
gene-YML016C	153	212	190	666
gene-YML015C	205	267	105	372
gene-YML014W	92	155	105	369
gene-YML013W	853	796	19	99
gene-YML012W	865	1661	170	944
gene-YML011C	88	141	62	212
gene-YML010W	1938	1689	318	927
gene-YML009C	297	557	46	131
gene-YML008C	459	2273	51	472
gene-YML007C-A	4	8	5	7
gene-YML007W	3394	2572	205	718
gene-YML006C	67	209	128	345
gene-YNCM0009C	0	0	0	0
gene-YML005W	374	226	82	333
gene-YML004C	6379	4578	220	820
gene-YML003W	189	150	16	35
gene-YML002W	162	160	52	196
gene-YML001W	796	1291	97	433
gene-YMR001C	237	279	12	126
gene-YMR001C-A	11	11	0	7
gene-YMR002W	1651	3341	277	1330
gene-YMR003W	26	134	11	40
gene-YMR004W	702	653	58	222
gene-YMR005W	389	756	169	605
gene-YMR006C	896	822	13	42
gene-YMR007W	39	31	2	11
gene-YMR008C	5577	2971	151	423
gene-YMR008C-A	248	156	3	17
gene-YMR009W	1128	768	92	371
gene-YMR010W	85	62	143	390
gene-YMR011W	187	144	18	39
gene-YNCM0010W	0	0	0	0
gene-YMR012W	522	1404	128	484
gene-YMR013C	41	51	92	346
gene-YNCM0011W	3	2	0	0
gene-YNCM0012W	2	1	0	6
gene-YNCM0013W	5	14	5	9
gene-YNCM0014W	2	1	3	0
gene-YNCM0015W	2	3	0	1
gene-YNCM0016W	3	1	0	4
gene-YNCM0017W	0	6	1	4
gene-YMR014W	210	168	507	1666
gene-YMR015C	577	942	92	463
gene-YMR016C	822	498	128	405
gene-YMR017W	70	35	6	13
gene-YMR018W	85	26	10	12
gene-YMR019W	417	320	113	342
gene-YMR020W	1387	1061	101	231
gene-YMR021C	270	569	133	437
gene-YMR022W	1066	1183	88	296
gene-YMR023C	89	202	39	143
gene-YNCM0018C	0	0	0	0
gene-YMR024W	119	340	108	392
gene-YMR025W	110	155	14	33
gene-YMR026C	245	360	98	323
gene-YMR027W	4035	3229	172	618
gene-YMR028W	160	272	38	164
gene-YMR029C	1315	1760	25	91
gene-YMR030W	1283	861	43	103
gene-YMR031C	5409	4419	67	182
gene-YMR032W	57	177	3	34
gene-YMR030W-A	2	4	0	0
gene-YMR033W	112	212	167	602
gene-YMR034C	473	304	39	132
gene-YMR035W	266	470	44	181
gene-YMR036C	522	359	64	213
gene-YMR037C	283	303	314	1013
gene-YMR038C	289	447	440	1308
gene-YMR039C	1690	2626	430	1705
gene-YMR040W	416	770	7	66
gene-YMR041C	978	728	45	170
gene-YNCM0019W	2	4	0	0
gene-YMR042W	247	148	104	319
gene-YMR043W	1001	1285	367	1246
gene-YMR044W	818	622	155	547
gene-YMR045C	0	1	0	0
gene-YMR046C	0	0	0	0
gene-YNCM0020W	0	0	0	1
gene-YMR047C	334	436	104	468
gene-YMR048W	48	227	9	37
gene-YMR049C	181	365	859	2707
gene-YNCM0021C	0	1	0	0
gene-YMR050C	0	0	0	0
gene-YMR051C	0	0	0	0
gene-YNCM0022C	0	0	0	0
gene-YMR052W	115	127	34	103
gene-YMR053C	614	356	23	87
gene-YMR054W	572	652	102	369
gene-YMR055C	67	90	41	122
gene-YMR056C	3116	1394	77	144
gene-YMR058W	766	2154	1247	2290
gene-YMR059W	129	119	22	85
gene-YMR060C	109	212	33	194
gene-YMR061W	1051	1110	185	899
gene-YMR062C	231	321	127	442
gene-YMR063W	76	71	32	51
gene-YMR064W	501	612	83	388
gene-YMR065W	66	72	21	67
gene-YMR066W	173	185	55	212
gene-YMR067C	260	471	75	321
gene-YMR068W	232	241	70	238
gene-YMR069W	13	21	39	81
gene-YMR070W	167	127	447	1529
gene-YMR071C	596	670	63	230
gene-YMR072W	4049	3726	136	759
gene-YMR073C	248	249	59	189
gene-YMR074C	634	437	87	415
gene-YMR075W	585	373	65	155
gene-YMR075C-A	1	1	0	1
gene-YMR076C	147	703	0	24
gene-YNCM0023C	0	0	0	2
gene-YMR077C	392	263	45	122
gene-YMR078C	78	294	4	29
gene-YMR079W	424	826	292	1029
gene-YMR080C	531	480	264	784
gene-YMR081C	9175	8699	72	194
gene-YMR082C	19	3	1	1
gene-YMR083W	3081	5482	342	1035
gene-YMR084W	1480	363	16	20
gene-YMR085W	2484	627	35	46
gene-YMR086W	1151	972	62	179
gene-YMR087W	87	98	9	65
gene-YMR088C	378	635	38	200
